officer_id,allegation_id,race,gender,cr_text,id,disciplined,allegation_count
4844,1073387,Black,M,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officer spoke to him in a rude tone of voice
when the reporting party was obtaining a
summons related to NN The
reporting party stated that the officer
“hollered and screamed"" at him but was
unable to describe what the officer said.
When asked for further details, the reporting
party stated that the officer spoke to him
“like a dog.""
Initial / Intake Allegation 1: The reporting party alleged that the accused
officer spoke to him in a rude tone of voice
when the reporting party was obtaining a
summons related to The
reporting party stated that the officer
""hollered and screamed"" at him but was
unable to describe what the officer said
When asked for further details, the reporting
party stated that the officer spoke to him
“like a dog.""
Finding 1: (None Entered)
",237063,false,77
18105,1073876,White,F,"Initial / Intake Allegation 1: It is alleged that the accused officer was
rude and unprofessional in the manner he
spoke to the reporting party victim, an ER
nurse, in the presence of other patients and
hospital staff.
It is alleged that the accused failed to
generate a complaint after Reporting Party
Victim called the 018 District to file a
complaint against another accused
member. The Reporting Party Victim stated
that she spoke to the accused who informed
her that he could not ""do anything about her
complaint” and gave her the phone number
to contact IPRA.
Finding 1: (None Entered)
",237427,,18
22803,1073669,Black,F,"Initial / Intake Allegation 1:  The reporting party/victim related that she
boarded CTA bus #1297 on Route 49
(Westemn) and paid her fare, but was
shoved off the bus by the driver. The victim,
who called 911, alleged that the accused
officers kept her from re-boarding the bus;
one of them waved for the bus driver to
drive away; and they threatened to arrest
her. The victim used her
to pay her fare. The victim
called the CTA and was given
complaint
Initial / Intake Allegation 1:  The reporting party/victim related that she
boarded CTA bus #1297 on Route 49
(Westemn) and paid her fare, but was
shoved off the bus by the driver. The victim,
who called 911, alleged that the accused
officers kept her from re-boarding the bus;
one of them waved for the bus driver to
drive away; and they threatened to arrest
her. The victim used her
to pay her fare. The victim
and was given
  
called the
complaint
Finding 1: (None Entered)
",237283,false,23
14400,1074138,Black,M,"Initial / Intake Allegation 1: The complainant alleges that the
accused officer falsely arrested him and
falsely issued him a citation
Finding 1: (None Entered)
",237641,false,25
15957,1074036,Black,F,"Initial / Intake Allegation 1: The reporting party alleges the accused
sergeant told the reporting party over the
phone to return to the 3rd District Station if
she wanted to file a complaint against the
female officer the reporting party had talked
to earlier that evening. The accused
sergeant was waiting at the door to the 3rd
District Station when the reporting party
returned and the sergeant advised the
reporting party he could not accept a
complaint because he was a witness. The
reporting party was directed to call 311
The reporting party alleges the accused
officer was rude and unprofessional when
the officer failed to provide her any
assistance in determining why she received
a citation. The accused officer continued
eating food and incorrectly told the reporting
party the ticket was not issued by an officer
assigned to the 3rd District. The officer
refused to allow the reporting party to speak
with a sergeant and the officer hung up the
phone after the reporting party called the
station later that evening to speak with a
sergeant.
The reporting party alleges that without
justification the accused officer(s) issued
her a traffic citation for not having a front
license plate cover.
Initial / Intake Allegation 1:  The reporting party alleges the accused
sergeant told the reporting party over the
phone to return to the 3rd District Station if
she wanted to file a complaint against the
female officer the reporting party had talked
to earlier that evening. The accused
sergeant was waiting at the door to the 3rd
District Station when the reporting party
returned and the sergeant advised the
reporting party he could not accept a
complaint because he was a witness. The
reporting party was directed to call 311
The reporting party alleges the accused
officer was rude and unprofessional when
the officer failed to provide her any
assistance in determining why she received
a citation. The accused officer continued
eating food and incorrectly told the reporting
party the ticket was not issued by an officer
assigned to the 3rd District. The officer
refused to allow the reporting party to speak
with a sergeant and the officer hung up the
phone after the reporting party called the
station later that evening to speak with a
sergeant.
The reporting party alleges that without
justification the accused officer(s) issued
her a traffic citation for not having a front
license plate cover.
Finding 1: (None Entered)
",237542,false,16
17078,1073610,Black,F,"Initial / Intake Allegation 1:  The Reporting Party Victim alleged the
accused officers failed to take action
against a motorist who wrecked her parked
car but was only cited for driving without a
license. It was further alleged the accused
officers failed to arrest the motorist for
reckless driving and intoxication
Initial / Intake Allegation 1:  The Reporting Party Victim alleged the
accused officers failed to take action
against a motorist who wrecked her parked
car but was only cited for driving without a
license. It was further alleged the accused
officers failed to arrest the motorist for
reckless driving and intoxication.
Finding 1: (None Entered)
",237230,false,39
25144,1073998,Black,M,"Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack” harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned
Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack"" harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned.
Finding 1: (None Entered)
",237515,false,43
28017,1073487,Hispanic,F,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officer was rude and unprofessional in that
she initially refused to provide a traffic crash
report and only provided the report after the
reporting party mentioned making a
complaint against 911 call takers. RD#
The reporting party alleged that the accused
officers failed to respond to a traffic crash in
which one of the drivers involved did not
have a driver's license.
Finding 1: (None Entered)
",237141,false,16
21468,1073718,"",M,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE IS A VICTIM OF TELEPHONE
HARASSMENT AND HE CALLED THE
POLICE. HE ALLEGES THAT THE
ACCUSED OFFICER TOLD HIM THAT
THERE WAS NOTHING THAT HE COULD
DO AND HUNG UP ON HIM
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE IS A VICTIM OF TELEPHONE
HARASSMENT AND HE CALLED THE
POLICE. HE ALLEGES THAT THE
ACCUSED OFFICER TOLD HIM THAT
THERE WAS NOTHING THAT HE COULD
DO AND HUNG UP ON HIM.
Finding 1: (None Entered)
",237318,false,127
24085,1074179,White,M,"Initial / Intake Allegation 1:  The reporting party/victim alleged that the
accused officer did not allow him to file an
assault charge against a person who
threatenad him insjde ""Lang Industries,""
at approximately 1300
hours.
Initial / Intake Allegation 1:  The reporting party/victim alleged that the
accused officer did not allow him to file an
assault charge against a person who
threatonad hins :psids ""Lang Industries,”
at approximately 1300
nours.
Finding 1: (None Entered)
",237674,false,14
30120,1073538,Black,F,"Initial / Intake Allegation 1: THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICER STOPPED HER
AND ISSUED HER A CITATION WITHOUT
JUSTIFICATION. DOUBLE PARK/STAND
THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICERS STOPPED
HER AND SEARCHED HER WITHOUT
JUSTIFICATION.
Initial / Intake Allegation 1: THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICER STOPPED HER
AND ISSUED HER A CITATION WITHOUT
JUSTIFICATION. DOUBLE PARK/STAND
THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICERS STOPPED
HER AND SEARCHED HER WITHOUT
JUSTIFICATION
Finding 1: (None Entered)
",237186,false,3
20495,1074085,Black,M,"Initial / Intake Allegation 1:  The Reporting Party alleged that the
accused stopped and searched him for no
justifiable reason. The Reporting Party
further alleged that the accused removed
his wallet from his back pocket and failed to
return it.
The Reporting Party alleged that the
accused responded to the location of
incident and refused to assist him
The Reporting Party alleged that the
accused stopped and searched him for no
justifiable reason. The Reporting Party
further alleged that the accused removed
his wallet from his back pocket and failed to
return it.
Initial / Intake Allegation 1: The Reporting Party alleged that the
accused stopped and searched him for no
justifiable reason. The Reporting Party
further alleged that the accused removed
his wallet from his back pocket and failed to
return it
 The Reporting Party alleged that the
accused responded to the location of
incident and refused to assist him.
The Reporting Party alleged that the
accused stopped and searched him for no
justifiable reason. The Reporting Party
further alleged that the accused removed
his wallet from his back pocket and failed to
return it
Finding 1: (None Entered)
",237586,false,37
24922,1074158,"","","Initial / Intake Allegation 1: Confidential
Initial / Intake Allegation 5:  Confidential
Allegation 2: Complainar _ alleged that between Nt 1=nimn:2M12~
0000 hours through 06 March 2015 at 1200 hours a
1 Chicago, llinois, accused Chicago Police Otticer Michael
RULE Star 6463 forced her to perform non-consensual oral sex on him for
the past three years.
Complain alleged that between 01 January 2012 at
0000 hours through 06 March 2015 at 1200 hours 3""~
in Chicago, lllinois, accused Chicago Police Officer Michael
ruULE star 6463 forced her to perform non-consensual oral sex on him for
the past three years.
Finding 1: UNFOUNDED
",237658,false,28
20231,1074106,White,M,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE REPORTED HIS SCOOTER STOLEN
AND THE ACCUSED OFFICER WHO
TOOK THE REPORT FAILED TO INFORM
HIM THAT THE SCOQOTER HAD BEEN
RECOVERED
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE REPORTED HIS SCOOTER STOLEN
AND THE ACCUSED OFFICER WHO
TOOK THE REPORT FAILED TO INFORM
HIM THAT THE SCOOTER HAD BEEN
RECOVERED.
Allegation 2: The Complainan
alleges that on 08-May-2013 at
14:30 hrs at 3124 W. Carroll Ave. Chicago, Il. 60612 that he reported his
scooter stolen and the accused officer who took the report failed to inform
him that that the scooter had been recovered
Finding 1: (None Entered)
",237618,,11
21325,1074303,Black,M,"Initial / Intake Allegation 1: The reporting party alleged that the accused
officers stopped and patted down the victim
for no reason. The reporting party related
that the officers called the victim to their car
and he replied that he had just left school.
One of the officers escorted the victim to the
car by putting his hand on the back of the
victim's neck and walking with him to the
car. The officers never told the victim why
they stopped him and did not ask him any
questions.
Initial / Intake Allegation 1: The reporting party alleged that the accused
officers stopped and patted down the victim
for no reason. The reporting party related
that the officers called the victim to their car
and he replied that he had just left school
One of the officers escorted the victim to the
car by putting his hand on the back of the
victim's neck and walking with him to the
car. The officers never told the victim why
they stopped him and did not ask him any
questions.
Finding 1: (None Entered)
",237780,false,34
14691,1074760,Black,F,"Initial / Intake Allegation 1: The complainant alleged that while riding in
a cab (Blue Cab #39) she was pulled over
by Sgt. Brian Kinnane #1120. Sgt. Kinnane
searched the complainant and her
belongings due to her matching the
description of a wanted female. During the
course of the stop, the complainant alleged
that Sgt. Kinnane stated words to the effect
of, ""You're being very ignorant."" The
complainant admitted to being belligerent
during the search.
Finding 1: (None Entered)
",238111,false,33
353,1074250,Black,M,"Initial / Intake Allegation 1:  THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICERS PULLED HIM
OVER AND SEARCHED HIS VEHICLE
WITHOUT JUSTIFICATION
Initial / Intake Allegation 1: THE REPORTING PARTY ALLEGES THAT
THE ACCUSED OFFICERS PULLED HIM
OVER AND SEARCHED HIS VEHICLE
WITHOUT JUSTIFICATION
Finding 1: (None Entered)
",237743,,14
5625,1074242,Black,M,"Initial / Intake Allegation 1: The complainant alleges that the accused
officer falsely arrested him for a stolen
vehicle and told him, ""If you can get me
something, | can make all this go away.""
Finding 1: (None Entered)
",237739,false,26
16894,1074255,"","","Initial / Intake Allegation 1: It is alleged that
Allegation 2: The Complainant, alleged that on 23 FEB 2015 while at
between the hours of 2:15p.m. - 4:30 p.m. the
Accused, Officer Darin MASON #13577, assigned to Unit 005 / Detailed
to Unit 241, drugged her
The Complainant , alleged that on 23 FEB 2015 while at
between the hours of 2:15p.m. - 4:30 p.m. the
Accused, Officer Darin MASON #13577, assigned to Unit 005 / Detailed
to Unit 241, forced her to perform oral sex on him
Finding 1: NO AFFIDAVIT
",237746,false,60
14066,1074217,Black,F,"Initial / Intake Allegation 1: The reporting party states that she called
911 regarding an altercation with her
neighbor. The reporting party alleges that
the accused attempted to convince her not
to file a case report. The reporting party
also alleges that the accused was rude and
unprofessional in that he laughed at her
while filing the report
Initial / Intake Allegation 1: The reporting party states that she called
811 regarding an altercation with her
neighbor. The reporting party alleges that
the accused attempted to convince her not
to file a case report. The reporting party
also alleges that the accused was rude and
unprofessional in that he laughed at her
while filing the report.
Finding 1: (None Entered)
",237710,,15
18804,1074351,"",M,"Initial / Intake Allegation 1: The complainant alleges that the accused
officers violated his fourth amendment
rights by illegally searching his vehicle on
private property and arresting him for an
unauthorized plate
The complainant alleges that the accused
officers violated his fourth amendment
rights by illegally searching his vehicle on
private property and arresting him for an
unauthorized plate.
The complainant alleges that the accused
officers violated his fourth amendment
rights by illegally searching his vehicle on
private property and arresting him for an
unauthorized plate
Initial / Intake Allegation 1: The complainant alleges that the accused
officers violated his fourth amendment
rights by illegally searching his vehicle on
private property and arresting him for an
unauthorized plate
The complainant alleges that the accused
officers violated his fourth amendment
rights by illegally searching his vehicle on
private property and arresting him for an
unauthorized plate
The complainant alleges that the accused
officers violated his fourth amendment
rights by illegally searching his vehicle on
private property and arresting him for an
unauthorized plate.
Allegation 2: The complainant, alleged on 21 October 2012, &
at 1833 hours, the accused, PO Vincent CECCHIN, #18454
w1 Listrict, violated his 4th Amendment rights for illegally searching his
vehicle on private nrmnar
The complainant, slleged on 21 October 2012, &
) at 1833 hours, the accused, PO Alfredo MENDEZ, #0963, vi=ui
Uistrict, violated his 4th Amendment rights for illegally searching his
vehicle on private nranarhs
The complainant lleged on 21 October 2012, at
3t 1833 hours, the accused, PO Luis REYES, #15014, Ovennt
Lisutct, violated his 4th Amendment rights for illegally searching his
vehicle on private property.
The complainant, alleged on 21 October 2012, &
at 1833 hours, the accused, PO Luis REYES, #15014, 014th
District, violated his 4th Amendment rights for arresting him for an
unauthorized plate.
The comnizinant leged on 21 October 2012, at
833 hours, the accused, PO Alfredo MENDEZ, #9637, 014th
rsun, visidted his 4th Amendment rights for arresting him for an
unauthorized plate.
The f‘ﬂmp\amam5 alleged on 21 October 2012, a
1, 2t 1833 hours, me accused, PO Vincent CECCHIN, #18454,
014th District, violated his 4th Amendment rights for arresting him for an
unauthorized plate.
Finding 1: (None Entered)
",237814,false,5
17493,1074964,Black,M,"Initial / Intake Allegation 1: The complainant alleged that the accused
sergeant responded to the scene after the
complainant requested a supervisor, spoke
to the accused officers first and then
refused to register his complaint
 The complainant alleged that after the
accused officers conducted traffic stop
and the driver provided the relevant
documents, the accused officers harassed
the complainant and other passengers by
demanding identification and became
verbally aggressive when one of the
passengers did not possess identification.
Initial / Intake Allegation 1: The complainant alleged that the accused
sergeant responded to the scene after the
complainant requested a supervisor, spoke
to the accused officers first and then
refused to register his complaint.
The complainant alleged that after the
accused officers conducted traffic stop
and the driver provided the relevant
documents, the accused officers harassed
the complainant and other passengers by
demanding identification and became
verbally aggressive when one of the
passengers did not possess identification
Finding 1: (None Entered)
",238221,false,20
6651,1074982,"",F,"Initial / Intake Allegation 1: The reporting parties alleged that the
accused officer and her partner, white
hispanic female/uniformed officer 'stripped’
searched them during a traffic stop, on the
street. The reporting parties alleged that the
accused officers searched their bras and
opened their pants and searched their
“private areas"" in the presence of male
officers.
The reporting victims alleged that the
accused and his two partner officers,
stopped them and searched their vehicle
without justification.
The reporting parties alleged that the
accused sergeant referred them as ""snow
bunnies"" during the traffic stop and
subsequent search of their vehicle which
was impounded.
Reference:
Tickets
Possession of Marijuana
Streets and Sanitation, Vehicle Impound
‘-
fon:
Driver's License on Person
o valid
 
 The reporting parties alleged that the
accused officer and her partner, white
hispanic female/uniformed officer 'stripped’
searched them during a traffic stop. The
reporting parties alleged that the accused
officers searched their bras and opened
their pants and searched their ""private
areas"" in the presence of male officers.
The reporting victims alleged that the
accused officers, the partners of Officer
McDonnell, stopped them and searched
their vehicle without justification.
Initial / Intake Allegation 1: The reporting parties alleged that the
accused officer and her partner, white
hispanic female/uniformed officer ‘stripped""
searched them during a traffic stop, on the
street. The reporting parties alleged that the
accused officers searched their bras and
opened their pants and searched their
“private areas” in the presence of male
officers.
The reporting victims alleged that the
accused and his two partner officers,
stopped them and searched their vehicle
without justification.
The reporting parties alleged that the
accused sergeant referred them as ""snow
bunnies"" during the traffic stop and
subsequent search of their vehicle which
was impounded.
Reference:
Tickets:
__ Possession of Marijuana
Streets and Sanitation, Vehicle Impound
—
Traffic Citation:
Driver's License on Person
Vo valid
 The reporting parties alleged that the
accused officer and her partner, white
hispanic female/uniformed officer 'stripped’
searched them during a traffic stop. The
reporting parties alleged that the accused
officers searched their bras and opened
their pants and searched their ""private
areas"" in the presence of male officers.
The reporting victims alleged that the
accused officers, the partners of Officer
McDonnell, stopped them and searched
their vehicle without justification.
Finding 1: (None Entered)
",238238,false,19
25565,1074496,Black,M,"Initial / Intake Allegation 1: The complainant alleged that the accused
police officer is harassing him via his
cellular telephone number —
The complainant also alleged that the
accused officer is trying to harm him
because the accused officer is dating the
complainant's ex-girlfriend. The
complainant further alleged that the
accused obtained his personal information
from Department reports relating to RD#
Initial / Intake Allegation 1: The complainant alleged that the accused
police officer is harassing him via his
cellular telephone number
The complainant also alleged that the
accused officer is trying to harm him
because the accused officer is dating the
complainant's ex-girlfriend. The
complainant further alleged that the
accused obtained his personal information
from Department reports relating to RD#
Finding 1: (None Entered)
",237917,,10
6259,1074624,Black,F,"Initial / Intake Allegation 1: The complainant alleged that the accused
officers stopped and searched the victim
without justification. The complainant
alleged that the accused officers took the
victim's phone and $460.00 from him and
did not inventory them or return it to him.
Finding 1: (None Entered)
",238018,false,5
26542,1075039,Black,M,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT
AND THE POLICE WERE CALLED. HE
ALLEGES THAT THE ACCUSED
DEPARTMENT MEMBERS FAILED TO
PROVIDE HIM WITH ANY SERVICE AND
LAUGHED AT HIM. HE ALLEGES THAT
THEY SPOKE WITH THE OFFENDERS
AND ALLOWED THEM TO LEAVE THE
SCENE AND THEY FAILED TO PROVIDE
HIM WITH A POLICE REPORT.
Finding 1: (None Entered)
",238290,false,9
